id	time	feature	measure
1314	1540	art	G
1315	1540	art	G
1316	1540	art	G
1317	1540	art	G
1318	1540	art	G
1319	1540	art	G
1320	1540	art	G
1321	1540	art	G
1322	1540	art	G
1323	1540	art	G
1324	1540	art	S
1325	1540	art	S
1326	1540	art	S
1327	1540	art	S
1328	1540	art	S
1329	1545	art	G
1330	1545	art	G
1331	1545	art	G
1332	1545	art	G
1333	1545	art	G
1334	1545	art	G
1335	1545	art	G
1336	1545	art	G
1337	1545	art	G
1338	1545	art	G
1339	1545	art	G
1340	1545	art	G
1341	1545	art	G
1342	1545	art	G
1343	1545	art	G
1344	1545	art	G
1345	1545	art	G
1346	1545	art	G
1347	1545	art	G
1348	1545	art	G
1349	1545	art	G
1350	1545	art	G
1351	1545	art	G
1352	1545	art	G
1353	1545	art	G
1354	1545	art	G
1355	1545	art	G
1356	1545	art	G
1357	1545	art	G
1358	1545	art	G
1359	1545	art	G
1360	1545	art	G
1361	1545	art	G
1362	1545	art	G
1363	1545	art	G
1364	1545	art	G
1365	1545	art	G
1366	1545	art	G
1367	1545	art	G
1368	1545	art	G
1369	1545	art	G
1370	1545	art	G
1371	1545	art	G
1372	1545	art	G
1373	1545	art	G
1374	1545	art	G
1375	1545	art	G
1376	1545	art	G
1377	1545	art	G
1378	1545	art	G
1379	1545	art	G
1380	1545	art	G
1381	1545	art	G
1382	1545	art	G
1383	1545	art	G
1384	1545	art	G
1385	1545	art	G
1386	1545	art	G
1387	1545	art	G
1388	1545	art	G
1389	1545	art	G
1390	1545	art	G
1391	1545	art	G
1392	1545	art	G
1393	1545	art	G
1394	1545	art	G
1395	1545	art	G
1396	1545	art	G
1397	1545	art	G
1398	1545	art	G
1399	1545	art	G
1400	1545	art	G
1401	1545	art	G
1402	1545	art	G
1403	1545	art	G
1404	1545	art	G
1405	1545	art	G
1406	1545	art	G
1407	1545	art	G
1408	1545	art	G
1409	1545	art	G
1410	1545	art	G
1411	1545	art	G
1412	1545	art	G
1413	1545	art	G
1414	1545	art	G
1415	1545	art	G
1416	1545	art	G
1417	1545	art	G
1418	1545	art	G
1419	1545	art	G
1420	1545	art	G
1421	1545	art	G
1422	1545	art	G
1423	1545	art	G
1424	1545	art	G
1425	1545	art	G
1426	1545	art	G
1427	1545	art	G
1428	1545	art	G
1429	1545	art	G
1430	1545	art	G
1431	1545	art	G
1432	1545	art	G
1433	1545	art	G
1434	1545	art	G
1435	1545	art	G
1436	1545	art	G
1437	1545	art	G
1438	1545	art	G
1439	1545	art	G
1440	1545	art	G
1441	1545	art	G
1442	1545	art	G
1443	1545	art	G
1444	1545	art	G
1445	1545	art	G
1446	1545	art	G
1447	1545	art	G
1448	1545	art	G
1449	1545	art	G
1450	1545	art	G
1451	1545	art	G
1452	1545	art	G
1453	1545	art	G
1454	1545	art	G
1455	1545	art	G
1456	1545	art	G
1457	1545	art	G
1458	1545	art	G
1459	1545	art	G
1460	1545	art	G
1461	1545	art	G
1462	1545	art	G
1463	1545	art	G
1464	1545	art	G
1465	1545	art	G
1466	1545	art	G
1467	1545	art	G
1468	1545	art	G
1469	1545	art	G
1470	1545	art	G
1471	1545	art	G
1472	1545	art	S
1473	1545	art	S
1474	1545	art	S
1475	1545	art	S
1476	1545	art	S
1477	1550	art	G
1478	1550	art	G
1479	1550	art	G
1480	1550	art	G
1481	1550	art	G
1482	1550	art	G
1483	1550	art	G
1484	1550	art	G
1485	1550	art	G
1486	1550	art	G
1487	1550	art	G
1488	1550	art	G
1489	1550	art	G
1490	1550	art	G
1491	1550	art	G
1492	1550	art	G
1493	1550	art	G
1494	1550	art	G
1495	1550	art	G
1496	1550	art	G
1497	1550	art	G
1498	1550	art	G
1499	1550	art	G
1500	1550	art	G
1501	1550	art	G
1502	1550	art	G
1503	1550	art	G
1504	1550	art	G
1505	1550	art	G
1506	1550	art	G
1507	1550	art	G
1508	1550	art	G
1509	1550	art	G
1510	1550	art	G
1511	1550	art	G
1512	1550	art	G
1513	1550	art	G
1514	1550	art	G
1515	1550	art	G
1516	1550	art	G
1517	1550	art	G
1518	1550	art	G
1519	1550	art	G
1520	1550	art	G
1521	1550	art	G
1522	1550	art	G
1523	1550	art	S
1524	1550	art	S
1525	1555	art	G
1526	1555	art	G
1527	1555	art	G
1528	1555	art	G
1529	1555	art	G
1530	1555	art	G
1531	1555	art	G
1532	1555	art	G
1533	1555	art	G
1534	1555	art	G
1535	1555	art	G
1536	1555	art	G
1537	1555	art	G
1538	1555	art	G
1539	1555	art	G
1540	1555	art	G
1541	1555	art	G
1542	1555	art	G
1543	1555	art	G
1544	1555	art	G
1545	1555	art	G
1546	1555	art	G
1547	1555	art	G
1548	1555	art	G
1549	1555	art	G
1550	1555	art	G
1551	1555	art	G
1552	1555	art	G
1553	1555	art	G
1554	1555	art	G
1555	1555	art	G
1556	1555	art	G
1557	1555	art	G
1558	1555	art	G
1559	1555	art	G
1560	1555	art	G
1561	1555	art	G
1562	1555	art	G
1563	1555	art	G
1564	1555	art	G
1565	1555	art	G
1566	1555	art	G
1567	1555	art	G
1568	1555	art	G
1569	1555	art	G
1570	1555	art	G
1571	1555	art	G
1572	1555	art	G
1573	1555	art	G
1574	1555	art	G
1575	1555	art	G
1576	1555	art	G
1577	1555	art	G
1578	1555	art	G
1579	1555	art	G
1580	1555	art	G
1581	1555	art	G
1582	1555	art	G
1583	1555	art	G
1584	1555	art	G
1585	1555	art	G
1586	1555	art	G
1587	1555	art	G
1588	1555	art	G
1589	1555	art	G
1590	1555	art	G
1591	1555	art	S
1592	1555	art	S
1593	1555	art	S
1594	1555	art	S
1595	1555	art	S
1596	1555	art	S
1597	1555	art	S
1598	1555	art	S
1599	1555	art	S
1600	1555	art	S
1601	1555	art	S
1602	1555	art	S
1603	1560	art	G
1604	1560	art	G
1605	1560	art	G
1606	1560	art	G
1607	1560	art	G
1608	1560	art	G
1609	1560	art	G
1610	1560	art	G
1611	1560	art	G
1612	1560	art	G
1613	1560	art	G
1614	1560	art	G
1615	1560	art	G
1616	1560	art	G
1617	1560	art	G
1618	1560	art	G
1619	1560	art	G
1620	1560	art	G
1621	1560	art	G
1622	1560	art	G
1623	1560	art	G
1624	1560	art	G
1625	1560	art	G
1626	1560	art	G
1627	1560	art	G
1628	1560	art	G
1629	1560	art	G
1630	1560	art	G
1631	1560	art	G
1632	1560	art	G
1633	1560	art	G
1634	1560	art	G
1635	1560	art	G
1636	1560	art	G
1637	1560	art	G
1638	1560	art	G
1639	1560	art	G
1640	1560	art	G
1641	1560	art	S
1642	1560	art	S
1643	1495	prIVamo	G
1644	1495	prIVamo	G
1645	1495	prIVamo	S
1646	1505	prIVamo	S
1647	1505	prIVamo	S
1648	1505	prIVamo	S
1649	1505	prIVamo	S
1650	1505	prIVamo	S
1651	1505	prIVamo	S
1652	1505	prIVamo	S
1653	1505	prIVamo	S
1654	1505	prIVamo	S
1655	1505	prIVamo	S
1656	1505	prIVamo	S
1657	1505	prIVamo	S
1658	1510	prIVamo	S
1659	1510	prIVamo	S
1660	1510	prIVamo	S
1661	1510	prIVamo	S
1662	1510	prIVamo	S
1663	1515	prIVamo	G
1664	1515	prIVamo	G
1665	1515	prIVamo	G
1666	1515	prIVamo	S
1667	1515	prIVamo	S
1668	1515	prIVamo	S
1669	1515	prIVamo	S
1670	1515	prIVamo	S
1671	1515	prIVamo	S
1672	1515	prIVamo	S
1673	1515	prIVamo	S
1674	1520	prIVamo	G
1675	1520	prIVamo	S
1676	1520	prIVamo	S
1677	1520	prIVamo	S
1678	1520	prIVamo	S
1679	1520	prIVamo	S
1680	1525	prIVamo	G
1681	1525	prIVamo	G
1682	1525	prIVamo	S
1683	1525	prIVamo	S
1684	1525	prIVamo	S
1685	1540	prIVamo	G
1686	1540	prIVamo	G
1687	1540	prIVamo	G
1688	1540	prIVamo	S
1689	1545	prIVamo	G
1690	1545	prIVamo	G
1691	1545	prIVamo	G
1692	1545	prIVamo	S
1693	1545	prIVamo	S
1694	1545	prIVamo	S
1695	1545	prIVamo	S
1696	1545	prIVamo	S
1697	1545	prIVamo	S
1698	1550	prIVamo	G
1699	1550	prIVamo	G
1700	1550	prIVamo	G
1701	1550	prIVamo	G
1702	1550	prIVamo	S
1703	1550	prIVamo	S
1704	1555	prIVamo	G
1705	1555	prIVamo	G
1706	1555	prIVamo	G
1707	1555	prIVamo	S
1708	1555	prIVamo	S
1709	1560	prIVamo	G
1710	1560	prIVamo	G
1711	1560	prIVamo	S
1712	1505	prVIano	G
1713	1505	prVIano	G
1714	1505	prVIano	G
1715	1505	prVIano	S
1716	1510	prVIano	G
1717	1510	prVIano	S
1718	1510	prVIano	S
1719	1515	prVIano	G
1720	1515	prVIano	G
1721	1515	prVIano	G
1722	1515	prVIano	S
1723	1515	prVIano	S
1724	1520	prVIano	G
1725	1520	prVIano	G
1726	1525	prVIano	G
1727	1525	prVIano	G
1728	1530	prVIano	G
1729	1530	prVIano	G
1730	1530	prVIano	G
1731	1530	prVIano	G
1732	1540	prVIano	G
1733	1540	prVIano	G
1734	1540	prVIano	G
1735	1540	prVIano	G
1736	1545	prVIano	G
1737	1545	prVIano	G
1738	1545	prVIano	G
1739	1545	prVIano	G
1740	1545	prVIano	G
1741	1545	prVIano	G
1742	1545	prVIano	G
1743	1545	prVIano	G
1744	1545	prVIano	G
1745	1545	prVIano	G
1746	1545	prVIano	G
1747	1545	prVIano	S
1748	1550	prVIano	G
1749	1550	prVIano	G
1750	1550	prVIano	G
1751	1550	prVIano	G
1752	1550	prVIano	G
1753	1550	prVIano	G
1754	1550	prVIano	G
1755	1550	prVIano	G
1756	1550	prVIano	G
1757	1555	prVIano	G
1758	1555	prVIano	G
1759	1555	prVIano	G
1760	1555	prVIano	G
1761	1555	prVIano	G
1762	1560	prVIano	G
1763	1560	prVIano	G
1764	1560	prVIano	G
1765	1560	prVIano	G
1766	1505	impfVIvano	G
1767	1505	impfVIvano	G
1768	1505	impfVIvano	G
1769	1505	impfVIvano	G
1770	1505	impfVIvano	G
1771	1505	impfVIvano	S
1772	1510	impfVIvano	S
1773	1515	impfVIvano	G
1774	1515	impfVIvano	S
1775	1515	impfVIvano	S
1776	1515	impfVIvano	S
1777	1520	impfVIvano	G
1778	1520	impfVIvano	S
1779	1520	impfVIvano	S
1780	1520	impfVIvano	S
1781	1540	impfVIvano	G
1782	1540	impfVIvano	G
1783	1545	impfVIvano	G
1784	1550	impfVIvano	S
1785	1555	impfVIvano	G
1786	1495	futr	G
1787	1495	futr	G
1788	1495	futr	G
1789	1495	futr	G
1790	1495	futr	G
1791	1495	futr	G
1792	1495	futr	G
1793	1495	futr	G
1794	1495	futr	G
1795	1495	futr	G
1796	1495	futr	G
1797	1495	futr	G
1798	1505	futr	G
1799	1505	futr	G
1800	1505	futr	G
1801	1505	futr	G
1802	1505	futr	G
1803	1505	futr	G
1804	1505	futr	G
1805	1505	futr	G
1806	1505	futr	G
1807	1505	futr	G
1808	1505	futr	G
1809	1505	futr	G
1810	1505	futr	G
1811	1505	futr	G
1812	1505	futr	G
1813	1505	futr	G
1814	1505	futr	G
1815	1505	futr	G
1816	1505	futr	G
1817	1505	futr	G
1818	1505	futr	G
1819	1505	futr	G
1820	1505	futr	G
1821	1505	futr	G
1822	1505	futr	G
1823	1505	futr	G
1824	1505	futr	G
1825	1505	futr	G
1826	1505	futr	G
1827	1505	futr	G
1828	1505	futr	G
1829	1505	futr	G
1830	1505	futr	G
1831	1505	futr	G
1832	1505	futr	G
1833	1505	futr	G
1834	1505	futr	G
1835	1505	futr	G
1836	1505	futr	G
1837	1505	futr	G
1838	1505	futr	G
1839	1505	futr	G
1840	1505	futr	G
1841	1505	futr	G
1842	1505	futr	G
1843	1505	futr	G
1844	1505	futr	G
1845	1505	futr	G
1846	1505	futr	G
1847	1505	futr	G
1848	1505	futr	G
1849	1505	futr	G
1850	1505	futr	G
1851	1505	futr	G
1852	1505	futr	G
1853	1505	futr	G
1854	1505	futr	G
1855	1505	futr	G
1856	1505	futr	G
1857	1505	futr	G
1858	1505	futr	G
1859	1505	futr	G
1860	1505	futr	G
1861	1505	futr	G
1862	1505	futr	G
1863	1505	futr	G
1864	1505	futr	G
1865	1505	futr	G
1866	1505	futr	G
1867	1505	futr	G
1868	1505	futr	G
1869	1505	futr	G
1870	1505	futr	G
1871	1505	futr	G
1872	1505	futr	G
1873	1505	futr	G
1874	1505	futr	G
1875	1505	futr	G
1876	1505	futr	G
1877	1505	futr	G
1878	1505	futr	G
1879	1505	futr	G
1880	1505	futr	G
1881	1505	futr	G
1882	1505	futr	G
1883	1505	futr	G
1884	1505	futr	G
1885	1505	futr	G
1886	1505	futr	G
1887	1505	futr	G
1888	1505	futr	G
1889	1505	futr	G
1890	1505	futr	G
1891	1505	futr	G
1892	1505	futr	G
1893	1505	futr	G
1894	1505	futr	G
1895	1505	futr	G
1896	1505	futr	G
1897	1505	futr	G
1898	1505	futr	G
1899	1505	futr	G
1900	1505	futr	G
1901	1505	futr	G
1902	1505	futr	G
1903	1505	futr	G
1904	1505	futr	G
1905	1505	futr	G
1906	1505	futr	G
1907	1505	futr	G
1908	1505	futr	G
1909	1505	futr	G
1910	1505	futr	G
1911	1505	futr	G
1912	1505	futr	G
1913	1505	futr	G
1914	1505	futr	G
1915	1505	futr	G
1916	1505	futr	G
1917	1505	futr	G
1918	1505	futr	G
1919	1505	futr	G
1920	1505	futr	G
1921	1505	futr	G
1922	1505	futr	G
1923	1505	futr	G
1924	1505	futr	G
1925	1505	futr	G
1926	1505	futr	G
1927	1505	futr	G
1928	1505	futr	G
1929	1505	futr	G
1930	1505	futr	G
1931	1505	futr	G
1932	1505	futr	G
1933	1505	futr	G
1934	1505	futr	G
1935	1505	futr	G
1936	1505	futr	G
1937	1505	futr	G
1938	1505	futr	G
1939	1505	futr	G
1940	1505	futr	G
1941	1505	futr	G
1942	1505	futr	G
1943	1505	futr	G
1944	1505	futr	G
1945	1505	futr	G
1946	1505	futr	G
1947	1505	futr	G
1948	1505	futr	G
1949	1505	futr	G
1950	1505	futr	G
1951	1505	futr	G
1952	1505	futr	G
1953	1505	futr	G
1954	1505	futr	G
1955	1505	futr	G
1956	1505	futr	G
1957	1505	futr	G
1958	1505	futr	G
1959	1505	futr	G
1960	1505	futr	S
1961	1505	futr	S
1962	1505	futr	S
1963	1505	futr	S
1964	1505	futr	S
1965	1505	futr	S
1966	1505	futr	S
1967	1505	futr	S
1968	1510	futr	G
1969	1510	futr	G
1970	1510	futr	G
1971	1510	futr	G
1972	1510	futr	G
1973	1510	futr	G
1974	1510	futr	G
1975	1510	futr	G
1976	1510	futr	G
1977	1510	futr	G
1978	1510	futr	G
1979	1510	futr	G
1980	1510	futr	G
1981	1510	futr	G
1982	1510	futr	G
1983	1510	futr	G
1984	1510	futr	G
1985	1510	futr	G
1986	1510	futr	G
1987	1510	futr	G
1988	1510	futr	G
1989	1510	futr	G
1990	1510	futr	G
1991	1510	futr	G
1992	1510	futr	G
1993	1510	futr	G
1994	1510	futr	G
1995	1510	futr	G
1996	1510	futr	G
1997	1510	futr	G
1998	1510	futr	G
1999	1510	futr	G
2000	1510	futr	G
2001	1510	futr	G
2002	1510	futr	G
2003	1510	futr	G
2004	1510	futr	G
2005	1510	futr	G
2006	1510	futr	G
2007	1510	futr	G
2008	1510	futr	G
2009	1510	futr	G
2010	1510	futr	G
2011	1510	futr	G
2012	1510	futr	G
2013	1510	futr	G
2014	1510	futr	G
2015	1510	futr	G
2016	1510	futr	G
2017	1510	futr	G
2018	1510	futr	G
2019	1510	futr	G
2020	1510	futr	G
2021	1510	futr	G
2022	1510	futr	G
2023	1510	futr	G
2024	1510	futr	G
2025	1510	futr	G
2026	1510	futr	G
2027	1510	futr	G
2028	1510	futr	G
2029	1510	futr	G
2030	1510	futr	G
2031	1510	futr	G
2032	1510	futr	G
2033	1510	futr	G
2034	1510	futr	G
2035	1510	futr	G
2036	1510	futr	G
2037	1510	futr	G
2038	1510	futr	G
2039	1510	futr	G
2040	1510	futr	G
2041	1510	futr	G
2042	1510	futr	G
2043	1510	futr	G
2044	1510	futr	G
2045	1510	futr	G
2046	1510	futr	G
2047	1510	futr	G
2048	1510	futr	G
2049	1510	futr	G
2050	1510	futr	G
2051	1510	futr	G
2052	1510	futr	G
2053	1510	futr	G
2054	1510	futr	G
2055	1510	futr	G
2056	1510	futr	G
2057	1510	futr	G
2058	1510	futr	G
2059	1510	futr	G
2060	1510	futr	G
2061	1510	futr	G
2062	1510	futr	G
2063	1510	futr	G
2064	1510	futr	G
2065	1510	futr	G
2066	1510	futr	G
2067	1510	futr	G
2068	1510	futr	G
2069	1510	futr	G
2070	1510	futr	G
2071	1510	futr	S
2072	1510	futr	S
2073	1510	futr	S
2074	1510	futr	S
2075	1510	futr	S
2076	1510	futr	S
2077	1510	futr	S
2078	1510	futr	S
2079	1510	futr	S
2080	1515	futr	G
2081	1515	futr	G
2082	1515	futr	G
2083	1515	futr	G
2084	1515	futr	G
2085	1515	futr	G
2086	1515	futr	G
2087	1515	futr	G
2088	1515	futr	G
2089	1515	futr	G
2090	1515	futr	G
2091	1515	futr	G
2092	1515	futr	G
2093	1515	futr	G
2094	1515	futr	G
2095	1515	futr	G
2096	1515	futr	G
2097	1515	futr	G
2098	1515	futr	G
2099	1515	futr	G
2100	1515	futr	G
2101	1515	futr	G
2102	1515	futr	G
2103	1515	futr	G
2104	1515	futr	G
2105	1515	futr	G
2106	1515	futr	G
2107	1515	futr	G
2108	1515	futr	G
2109	1515	futr	G
2110	1515	futr	G
2111	1515	futr	G
2112	1515	futr	G
2113	1515	futr	G
2114	1515	futr	G
2115	1515	futr	G
2116	1515	futr	G
2117	1515	futr	G
2118	1515	futr	G
2119	1515	futr	G
2120	1515	futr	G
2121	1515	futr	G
2122	1515	futr	G
2123	1515	futr	G
2124	1515	futr	G
2125	1515	futr	G
2126	1515	futr	G
2127	1515	futr	G
2128	1515	futr	G
2129	1515	futr	G
2130	1515	futr	G
2131	1515	futr	G
2132	1515	futr	G
2133	1515	futr	G
2134	1515	futr	G
2135	1515	futr	G
2136	1515	futr	G
2137	1515	futr	G
2138	1515	futr	G
2139	1515	futr	G
2140	1515	futr	G
2141	1515	futr	G
2142	1515	futr	G
2143	1515	futr	G
2144	1515	futr	G
2145	1515	futr	G
2146	1515	futr	G
2147	1515	futr	G
2148	1515	futr	G
2149	1515	futr	G
2150	1515	futr	G
2151	1515	futr	G
2152	1515	futr	G
2153	1515	futr	G
2154	1515	futr	G
2155	1515	futr	G
2156	1515	futr	G
2157	1515	futr	G
2158	1515	futr	G
2159	1515	futr	G
2160	1515	futr	G
2161	1515	futr	G
2162	1515	futr	G
2163	1515	futr	G
2164	1515	futr	G
2165	1515	futr	G
2166	1515	futr	G
2167	1515	futr	G
2168	1515	futr	G
2169	1515	futr	G
2170	1515	futr	G
2171	1515	futr	G
2172	1515	futr	G
2173	1515	futr	G
2174	1515	futr	G
2175	1515	futr	G
2176	1515	futr	G
2177	1515	futr	G
2178	1515	futr	G
2179	1515	futr	G
2180	1515	futr	G
2181	1515	futr	G
2182	1515	futr	G
2183	1515	futr	G
2184	1515	futr	G
2185	1515	futr	G
2186	1515	futr	G
2187	1515	futr	G
2188	1515	futr	G
2189	1515	futr	G
2190	1515	futr	G
2191	1515	futr	G
2192	1515	futr	G
2193	1515	futr	G
2194	1515	futr	G
2195	1515	futr	G
2196	1515	futr	G
2197	1515	futr	G
2198	1515	futr	G
2199	1515	futr	G
2200	1515	futr	G
2201	1515	futr	G
2202	1515	futr	G
2203	1515	futr	G
2204	1515	futr	G
2205	1515	futr	G
2206	1515	futr	G
2207	1515	futr	G
2208	1515	futr	G
2209	1515	futr	G
2210	1515	futr	G
2211	1515	futr	G
2212	1515	futr	G
2213	1515	futr	G
2214	1515	futr	G
2215	1515	futr	G
2216	1515	futr	G
2217	1515	futr	G
2218	1515	futr	G
2219	1515	futr	G
2220	1515	futr	G
2221	1515	futr	G
2222	1515	futr	G
2223	1515	futr	S
2224	1515	futr	S
2225	1515	futr	S
2226	1515	futr	S
2227	1515	futr	S
2228	1515	futr	S
2229	1515	futr	S
2230	1520	futr	G
2231	1520	futr	G
2232	1520	futr	G
2233	1520	futr	G
2234	1520	futr	G
2235	1520	futr	G
2236	1520	futr	G
2237	1520	futr	G
2238	1520	futr	G
2239	1520	futr	G
2240	1520	futr	G
2241	1520	futr	G
2242	1520	futr	G
2243	1520	futr	G
2244	1520	futr	G
2245	1520	futr	G
2246	1520	futr	G
2247	1520	futr	G
2248	1520	futr	G
2249	1520	futr	G
2250	1520	futr	G
2251	1520	futr	G
2252	1520	futr	G
2253	1520	futr	G
2254	1520	futr	G
2255	1520	futr	G
2256	1520	futr	G
2257	1520	futr	G
2258	1520	futr	G
2259	1520	futr	G
2260	1520	futr	G
2261	1520	futr	G
2262	1520	futr	G
2263	1520	futr	G
2264	1520	futr	G
2265	1520	futr	G
2266	1520	futr	G
2267	1520	futr	G
2268	1520	futr	G
2269	1520	futr	G
2270	1520	futr	G
2271	1520	futr	G
2272	1520	futr	G
2273	1520	futr	G
2274	1520	futr	G
2275	1520	futr	G
2276	1520	futr	G
2277	1525	futr	G
2278	1525	futr	G
2279	1525	futr	G
2280	1525	futr	G
2281	1525	futr	G
2282	1525	futr	G
2283	1525	futr	G
2284	1525	futr	G
2285	1525	futr	G
2286	1525	futr	G
2287	1525	futr	G
2288	1525	futr	G
2289	1525	futr	G
2290	1525	futr	G
2291	1525	futr	G
2292	1525	futr	G
2293	1525	futr	G
2294	1525	futr	G
2295	1525	futr	G
2296	1525	futr	G
2297	1525	futr	G
2298	1525	futr	G
2299	1525	futr	G
2300	1525	futr	G
2301	1525	futr	G
2302	1525	futr	G
2303	1525	futr	G
2304	1525	futr	G
2305	1525	futr	G
2306	1525	futr	G
2307	1525	futr	G
2308	1525	futr	G
2309	1525	futr	G
2310	1525	futr	G
2311	1525	futr	G
2312	1525	futr	G
2313	1525	futr	G
2314	1525	futr	G
2315	1525	futr	G
2316	1525	futr	G
2317	1530	futr	G
2318	1530	futr	G
2319	1530	futr	G
2320	1530	futr	G
2321	1530	futr	G
2322	1530	futr	G
2323	1530	futr	G
2324	1530	futr	G
2325	1530	futr	G
2326	1530	futr	G
2327	1530	futr	G
2328	1530	futr	G
2329	1530	futr	G
2330	1530	futr	G
2331	1530	futr	G
2332	1530	futr	G
2333	1530	futr	G
2334	1530	futr	G
2335	1530	futr	G
2336	1530	futr	G
2337	1530	futr	G
2338	1530	futr	G
2339	1530	futr	G
2340	1530	futr	G
2341	1530	futr	G
2342	1530	futr	G
2343	1530	futr	G
2344	1530	futr	G
2345	1530	futr	G
2346	1530	futr	G
2347	1530	futr	S
2348	1530	futr	S
2349	1530	futr	S
2350	1530	futr	S
2351	1535	futr	G
2352	1535	futr	G
2353	1535	futr	G
2354	1535	futr	G
2355	1535	futr	G
2356	1540	futr	G
2357	1540	futr	G
2358	1540	futr	G
2359	1540	futr	G
2360	1540	futr	G
2361	1540	futr	G
2362	1540	futr	G
2363	1540	futr	G
2364	1540	futr	G
2365	1540	futr	G
2366	1540	futr	G
2367	1540	futr	G
2368	1540	futr	G
2369	1540	futr	G
2370	1540	futr	G
2371	1540	futr	G
2372	1540	futr	G
2373	1540	futr	G
2374	1540	futr	G
2375	1540	futr	G
2376	1540	futr	G
2377	1540	futr	G
2378	1540	futr	G
2379	1540	futr	G
2380	1540	futr	G
2381	1540	futr	G
2382	1540	futr	G
2383	1540	futr	G
2384	1540	futr	G
2385	1540	futr	G
2386	1540	futr	G
2387	1540	futr	G
2388	1540	futr	G
2389	1540	futr	G
2390	1540	futr	G
2391	1540	futr	G
2392	1540	futr	G
2393	1540	futr	G
2394	1540	futr	G
2395	1540	futr	G
2396	1540	futr	G
2397	1540	futr	G
2398	1540	futr	G
2399	1540	futr	G
2400	1540	futr	G
2401	1540	futr	G
2402	1540	futr	G
2403	1540	futr	G
2404	1540	futr	G
2405	1540	futr	G
2406	1540	futr	G
2407	1540	futr	G
2408	1540	futr	G
2409	1540	futr	G
2410	1540	futr	G
2411	1540	futr	G
2412	1540	futr	G
2413	1540	futr	G
2414	1540	futr	G
2415	1540	futr	G
2416	1540	futr	G
2417	1540	futr	G
2418	1540	futr	G
2419	1540	futr	G
2420	1540	futr	G
2421	1540	futr	G
2422	1540	futr	G
2423	1540	futr	G
2424	1540	futr	G
2425	1540	futr	G
2426	1540	futr	G
2427	1540	futr	G
2428	1540	futr	G
2429	1540	futr	G
2430	1540	futr	G
2431	1540	futr	G
2432	1540	futr	G
2433	1540	futr	S
2434	1540	futr	S
2435	1545	futr	G
2436	1545	futr	G
2437	1545	futr	G
2438	1545	futr	G
2439	1545	futr	G
2440	1545	futr	G
2441	1545	futr	G
2442	1545	futr	G
2443	1545	futr	G
2444	1545	futr	G
2445	1545	futr	G
2446	1545	futr	G
2447	1545	futr	G
2448	1545	futr	G
2449	1545	futr	G
2450	1545	futr	G
2451	1545	futr	G
2452	1545	futr	G
2453	1545	futr	G
2454	1545	futr	G
2455	1545	futr	G
2456	1545	futr	G
2457	1545	futr	G
2458	1545	futr	G
2459	1545	futr	G
2460	1545	futr	G
2461	1545	futr	G
2462	1545	futr	G
2463	1545	futr	G
2464	1545	futr	G
2465	1545	futr	G
2466	1545	futr	G
2467	1545	futr	G
2468	1545	futr	G
2469	1545	futr	G
2470	1545	futr	G
2471	1545	futr	G
2472	1545	futr	G
2473	1545	futr	G
2474	1545	futr	G
2475	1545	futr	G
2476	1545	futr	G
2477	1545	futr	G
2478	1545	futr	G
2479	1545	futr	G
2480	1545	futr	G
2481	1545	futr	G
2482	1545	futr	G
2483	1545	futr	G
2484	1545	futr	G
2485	1545	futr	G
2486	1545	futr	G
2487	1545	futr	G
2488	1545	futr	G
2489	1545	futr	G
2490	1545	futr	G
2491	1545	futr	G
2492	1545	futr	G
2493	1545	futr	G
2494	1545	futr	G
2495	1545	futr	G
2496	1545	futr	G
2497	1545	futr	G
2498	1545	futr	G
2499	1545	futr	G
2500	1545	futr	G
2501	1545	futr	G
2502	1545	futr	G
2503	1545	futr	G
2504	1545	futr	G
2505	1545	futr	G
2506	1545	futr	G
2507	1545	futr	G
2508	1545	futr	G
2509	1545	futr	G
2510	1545	futr	G
2511	1545	futr	G
2512	1545	futr	G
2513	1545	futr	G
2514	1545	futr	G
2515	1545	futr	G
2516	1545	futr	G
2517	1545	futr	G
2518	1545	futr	G
2519	1545	futr	G
2520	1545	futr	G
2521	1545	futr	G
2522	1545	futr	G
2523	1545	futr	G
2524	1545	futr	G
2525	1545	futr	G
2526	1545	futr	G
2527	1545	futr	G
2528	1545	futr	G
2529	1545	futr	G
2530	1545	futr	G
2531	1545	futr	G
2532	1545	futr	G
2533	1545	futr	G
2534	1545	futr	G
2535	1545	futr	G
2536	1545	futr	G
2537	1545	futr	G
2538	1545	futr	G
2539	1545	futr	G
2540	1545	futr	G
2541	1545	futr	G
2542	1545	futr	G
2543	1545	futr	G
2544	1545	futr	G
2545	1545	futr	G
2546	1545	futr	G
2547	1545	futr	G
2548	1545	futr	G
2549	1545	futr	G
2550	1545	futr	G
2551	1545	futr	G
2552	1545	futr	G
2553	1545	futr	G
2554	1545	futr	G
2555	1545	futr	G
2556	1545	futr	G
2557	1545	futr	G
2558	1545	futr	G
2559	1545	futr	G
2560	1545	futr	G
2561	1545	futr	G
2562	1545	futr	G
2563	1545	futr	G
2564	1545	futr	G
2565	1545	futr	G
2566	1545	futr	G
2567	1545	futr	G
2568	1545	futr	G
2569	1545	futr	G
2570	1545	futr	G
2571	1545	futr	G
2572	1545	futr	G
2573	1545	futr	G
2574	1545	futr	G
2575	1545	futr	G
2576	1545	futr	G
2577	1545	futr	G
2578	1545	futr	G
